Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      7.69     0.00        1     0.00     0.00  ros::DefaultMessageCreator<sensor_msgs::Image_<std::allocator<void> > >* boost::addressof<ros::DefaultMessageCreator<sensor_msgs::Image_<std::allocator<void> > > >(ros::DefaultMessageCreator<sensor_msgs::Image_<std::allocator<void> > >&)
  0.00      7.69     0.00        1     0.00     0.00  boost::_bi::bind_t<void, boost::_mfi::mf1<void, SimulinkSubscriber<sensor_msgs::Image_<std::allocator<void> >, SL_Bus_ros_image_filters_0706_sensor_msgs_Image>, boost::shared_ptr<sensor_msgs::Image_<std::allocator<void> > const> const&>, boost::_bi::list2<boost::_bi::value<SimulinkSubscriber<sensor_msgs::Image_<std::allocator<void> >, SL_Bus_ros_image_filters_0706_sensor_msgs_Image>*>, boost::arg<1> > >* boost::addressof<boost::_bi::bind_t<void, boost::_mfi::mf1<void, SimulinkSubscriber<sensor_msgs::Image_<std::allocator<void> >, SL_Bus_ros_image_filters_0706_sensor_msgs_Image>, boost::shared_ptr<sensor_msgs::Image_<std::allocator<void> > const> const&>, boost::_bi::list2<boost::_bi::value<SimulinkSubscriber<sensor_msgs::Image_<std::allocator<void> >, SL_Bus_ros_image_filters_0706_sensor_msgs_Image>*>, boost::arg<1> > > >(boost::_bi::bind_t<void, boost::_mfi::mf1<void, SimulinkSubscriber<sensor_msgs::Image_<std::allocator<void> >, SL_Bus_ros_image_filters_0706_sensor_msgs_Image>, boost::shared_ptr<sensor_msgs::Image_<std::allocator<void> > const> const&>, boost::_bi::list2<boost::_bi::value<SimulinkSubscriber<sensor_msgs::Image_<std::allocator<void> >, SL_Bus_ros_image_filters_0706_sensor_msgs_Image>*>, boost::arg<1> > >&)
  0.00      7.69     0.00        1     0.00     0.00  boost::function<void (boost::shared_ptr<sensor_msgs::Image_<std::allocator<void> > const> const&)>* boost::addressof<boost::function<void (boost::shared_ptr<sensor_msgs::Image_<std::allocator<void> > const> const&)> >(boost::function<void (boost::shared_ptr<sensor_msgs::Image_<std::allocator<void> > const> const&)>&)
  0.00      7.69     0.00        1     0.00     0.00  boost::function0<boost::shared_ptr<sensor_msgs::Image_<std::allocator<void> > > >::assign_to_own(boost::function0<boost::shared_ptr<sensor_msgs::Image_<std::allocator<void> > > > const&)
  0.00      7.69     0.00        1     0.00     0.00  void boost::function0<boost::shared_ptr<sensor_msgs::Image_<std::allocator<void> > > >::assign_to<ros::DefaultMessageCreator<sensor_msgs::Image_<std::allocator<void> > > >(ros::DefaultMessageCreator<sensor_msgs::Image_<std::allocator<void> > >)
  0.00      7.69     0.00        1     0.00     0.00  boost::function0<boost::shared_ptr<sensor_msgs::Image_<std::allocator<void> > > >::function0(boost::function0<boost::shared_ptr<sensor_msgs::Image_<std::allocator<void> > > > const&)
  0.00      7.69     0.00        1     0.00     0.00  boost::function0<boost::shared_ptr<sensor_msgs::Image_<std::allocator<void> > > >::function0<ros::DefaultMessageCreator<sensor_msgs::Image_<std::allocator<void> > > >(ros::DefaultMessageCreator<sensor_msgs::Image_<std::allocator<void> > >, boost::enable_if_c<boost::type_traits::ice_not<boost::is_integral<ros::DefaultMessageCreator<sensor_msgs::Image_<std::allocator<void> > > >::value>::value, int>::type)
  0.00      7.69     0.00        1     0.00     0.00  boost::function1<void, boost::shared_ptr<sensor_msgs::Image_<std::allocator<void> > const> >::assign_to_own(boost::function1<void, boost::shared_ptr<sensor_msgs::Image_<std::allocator<void> > const> > const&)
  0.00      7.69     0.00        1     0.00     0.00  void boost::function1<void, boost::shared_ptr<sensor_msgs::Image_<std::allocator<void> > const> >::assign_to<boost::function<void (boost::shared_ptr<sensor_msgs::Image_<std::allocator<void> > const> const&)> >(boost::function<void (boost::shared_ptr<sensor_msgs::Image_<std::allocator<void> > const> const&)>)
  0.00      7.69     0.00        1     0.00     0.00  boost::function1<void, boost::shared_ptr<sensor_msgs::Image_<std::allocator<void> > const> >::function1<boost::function<void (boost::shared_ptr<sensor_msgs::Image_<std::allocator<void> > const> const&)> >(boost::function<void (boost::shared_ptr<sensor_msgs::Image_<std::allocator<void> > const> const&)>, boost::enable_if_c<boost::type_traits::ice_not<boost::is_integral<boost::function<void (boost::shared_ptr<sensor_msgs::Image_<std::allocator<void> > const> const&)> >::value>::value, int>::type)
  0.00      7.69     0.00        1     0.00     0.00  boost::function1<void, boost::shared_ptr<sensor_msgs::Image_<std::allocator<void> > const> >::function1(boost::function1<void, boost::shared_ptr<sensor_msgs::Image_<std::allocator<void> > const> > const&)
  0.00      7.69     0.00        1     0.00     0.00  void boost::function1<void, boost::shared_ptr<sensor_msgs::Image_<std::allocator<void> > const> const&>::assign_to<boost::_bi::bind_t<void, boost::_mfi::mf1<void, SimulinkSubscriber<sensor_msgs::Image_<std::allocator<void> >, SL_Bus_ros_image_filters_0706_sensor_msgs_Image>, boost::shared_ptr<sensor_msgs::Image_<std::allocator<void> > const> const&>, boost::_bi::list2<boost::_bi::value<SimulinkSubscriber<sensor_msgs::Image_<std::allocator<void> >, SL_Bus_ros_image_filters_0706_sensor_msgs_Image>*>, boost::arg<1> > > >(boost::_bi::bind_t<void, boost::_mfi::mf1<void, SimulinkSubscriber<sensor_msgs::Image_<std::allocator<void> >, SL_Bus_ros_image_filters_0706_sensor_msgs_Image>, boost::shared_ptr<sensor_msgs::Image_<std::allocator<void> > const> const&>, boost::_bi::list2<boost::_bi::value<SimulinkSubscriber<sensor_msgs::Image_<std::allocator<void> >, SL_Bus_ros_image_filters_0706_sensor_msgs_Image>*>, boost::arg<1> > >)
  0.00      7.69     0.00        1     0.00     0.00  boost::function1<void, boost::shared_ptr<sensor_msgs::Image_<std::allocator<void> > const> const&>::function1<boost::_bi::bind_t<void, boost::_mfi::mf1<void, SimulinkSubscriber<sensor_msgs::Image_<std::allocator<void> >, SL_Bus_ros_image_filters_0706_sensor_msgs_Image>, boost::shared_ptr<sensor_msgs::Image_<std::allocator<void> > const> const&>, boost::_bi::list2<boost::_bi::value<SimulinkSubscriber<sensor_msgs::Image_<std::allocator<void> >, SL_Bus_ros_image_filters_0706_sensor_msgs_Image>*>, boost::arg<1> > > >(boost::_bi::bind_t<void, boost::_mfi::mf1<void, SimulinkSubscriber<sensor_msgs::Image_<std::allocator<void> >, SL_Bus_ros_image_filters_0706_sensor_msgs_Image>, boost::shared_ptr<sensor_msgs::Image_<std::allocator<void> > const> const&>, boost::_bi::list2<boost::_bi::value<SimulinkSubscriber<sensor_msgs::Image_<std::allocator<void> >, SL_Bus_ros_image_filters_0706_sensor_msgs_Image>*>, boost::arg<1> > >, boost::enable_if_c<boost::type_traits::ice_not<boost::is_integral<boost::_bi::bind_t<void, boost::_mfi::mf1<void, SimulinkSubscriber<sensor_msgs::Image_<std::allocator<void> >, SL_Bus_ros_image_filters_0706_sensor_msgs_Image>, boost::shared_ptr<sensor_msgs::Image_<std::allocator<void> > const> const&>, boost::_bi::list2<boost::_bi::value<SimulinkSubscriber<sensor_msgs::Image_<std::allocator<void> >, SL_Bus_ros_image_filters_0706_sensor_msgs_Image>*>, boost::arg<1> > > >::value>::value, int>::type)
  0.00      7.69     0.00        1     0.00     0.00  std_msgs::Header_<std::allocator<void> >::Header_()
  0.00      7.69     0.00        1     0.00     0.00  std_msgs::Header_<std::allocator<void> >::~Header_()
  0.00      7.69     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<std::string>::new_allocator()
  0.00      7.69     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<unsigned char>::deallocate(unsigned char*, unsigned int)
  0.00      7.69     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<unsigned char>::allocate(unsigned int, void const*)
  0.00      7.69     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<unsigned char>::new_allocator()
  0.00      7.69     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<unsigned char>::~new_allocator()
  0.00      7.69     0.00        1     0.00     0.00  __gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > >::difference_type __gnu_cxx::operator-<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > >(__gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > > const&, __gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > > const&)
  0.00      7.69     0.00        1     0.00     0.00  boost::shared_ptr<ros::CallbackQueue>::get() const
  0.00      7.69     0.00        1     0.00     0.00  boost::shared_ptr<ros::SubscriptionCallbackHelperT<boost::shared_ptr<sensor_msgs::Image_<std::allocator<void> > const> const&, void> >::_internal_get_untyped_deleter() const
  0.00      7.69     0.00        1     0.00     0.00  boost::detail::shared_count::get_untyped_deleter() const
  0.00      7.69     0.00        1     0.00     0.00  boost::detail::addr_impl_ref<ros::DefaultMessageCreator<sensor_msgs::Image_<std::allocator<void> > > >::operator ros::DefaultMessageCreator<sensor_msgs::Image_<std::allocator<void> > >&() const
  0.00      7.69     0.00        1     0.00     0.00  boost::detail::addr_impl_ref<boost::_bi::bind_t<void, boost::_mfi::mf1<void, SimulinkSubscriber<sensor_msgs::Image_<std::allocator<void> >, SL_Bus_ros_image_filters_0706_sensor_msgs_Image>, boost::shared_ptr<sensor_msgs::Image_<std::allocator<void> > const> const&>, boost::_bi::list2<boost::_bi::value<SimulinkSubscriber<sensor_msgs::Image_<std::allocator<void> >, SL_Bus_ros_image_filters_0706_sensor_msgs_Image>*>, boost::arg<1> > > >::operator boost::_bi::bind_t<void, boost::_mfi::mf1<void, SimulinkSubscriber<sensor_msgs::Image_<std::allocator<void> >, SL_Bus_ros_image_filters_0706_sensor_msgs_Image>, boost::shared_ptr<sensor_msgs::Image_<std::allocator<void> > const> const&>, boost::_bi::list2<boost::_bi::value<SimulinkSubscriber<sensor_msgs::Image_<std::allocator<void> >, SL_Bus_ros_image_filters_0706_sensor_msgs_Image>*>, boost::arg<1> > >&() const
  0.00      7.69     0.00        1     0.00     0.00  boost::detail::addr_impl_ref<boost::function<void (boost::shared_ptr<sensor_msgs::Image_<std::allocator<void> > const> const&)> >::operator boost::function<void (boost::shared_ptr<sensor_msgs::Image_<std::allocator<void> > const> const&)>&() const
  0.00      7.69     0.00        1     0.00     0.00  void boost::detail::function::basic_vtable0<boost::shared_ptr<sensor_msgs::Image_<std::allocator<void> > > >::assign_functor<ros::DefaultMessageCreator<sensor_msgs::Image_<std::allocator<void> > > >(ros::DefaultMessageCreator<sensor_msgs::Image_<std::allocator<void> > >, boost::detail::function::function_buffer&, mpl_::bool_<true>) const
  0.00      7.69     0.00        1     0.00     0.00  bool boost::detail::function::basic_vtable0<boost::shared_ptr<sensor_msgs::Image_<std::allocator<void> > > >::assign_to<ros::DefaultMessageCreator<sensor_msgs::Image_<std::allocator<void> > > >(ros::DefaultMessageCreator<sensor_msgs::Image_<std::allocator<void> > >, boost::detail::function::function_buffer&) const
  0.00      7.69     0.00        1     0.00     0.00  bool boost::detail::function::basic_vtable0<boost::shared_ptr<sensor_msgs::Image_<std::allocator<void> > > >::assign_to<ros::DefaultMessageCreator<sensor_msgs::Image_<std::allocator<void> > > >(ros::DefaultMessageCreator<sensor_msgs::Image_<std::allocator<void> > >, boost::detail::function::function_buffer&, boost::detail::function::function_obj_tag) const
  0.00      7.69     0.00        1     0.00     0.00  void boost::detail::function::basic_vtable1<void, boost::shared_ptr<sensor_msgs::Image_<std::allocator<void> > const> >::assign_functor<boost::function<void (boost::shared_ptr<sensor_msgs::Image_<std::allocator<void> > const> const&)> >(boost::function<void (boost::shared_ptr<sensor_msgs::Image_<std::allocator<void> > const> const&)>, boost::detail::function::function_buffer&, mpl_::bool_<false>) const
  0.00      7.69     0.00        1     0.00     0.00  bool boost::detail::function::basic_vtable1<void, boost::shared_ptr<sensor_msgs::Image_<std::allocator<void> > const> >::assign_to<boost::function<void (boost::shared_ptr<sensor_msgs::Image_<std::allocator<void> > const> const&)> >(boost::function<void (boost::shared_ptr<sensor_msgs::Image_<std::allocator<void> > const> const&)>, boost::detail::function::function_buffer&) const
  0.00      7.69     0.00        1     0.00     0.00  bool boost::detail::function::basic_vtable1<void, boost::shared_ptr<sensor_msgs::Image_<std::allocator<void> > const> >::assign_to<boost::function<void (boost::shared_ptr<sensor_msgs::Image_<std::allocator<void> > const> const&)> >(boost::function<void (boost::shared_ptr<sensor_msgs::Image_<std::allocator<void> > const> const&)>, boost::detail::function::function_buffer&, boost::detail::function::function_obj_tag) const
  0.00      7.69     0.00        1     0.00     0.00  void boost::detail::function::basic_vtable1<void, boost::shared_ptr<sensor_msgs::Image_<std::allocator<void> > const> const&>::assign_functor<boost::_bi::bind_t<void, boost::_mfi::mf1<void, SimulinkSubscriber<sensor_msgs::Image_<std::allocator<void> >, SL_Bus_ros_image_filters_0706_sensor_msgs_Image>, boost::shared_ptr<sensor_msgs::Image_<std::allocator<void> > const> const&>, boost::_bi::list2<boost::_bi::value<SimulinkSubscriber<sensor_msgs::Image_<std::allocator<void> >, SL_Bus_ros_image_filters_0706_sensor_msgs_Image>*>, boost::arg<1> > > >(boost::_bi::bind_t<void, boost::_mfi::mf1<void, SimulinkSubscriber<sensor_msgs::Image_<std::allocator<void> >, SL_Bus_ros_image_filters_0706_sensor_msgs_Image>, boost::shared_ptr<sensor_msgs::Image_<std::allocator<void> > const> const&>, boost::_bi::list2<boost::_bi::value<SimulinkSubscriber<sensor_msgs::Image_<std::allocator<void> >, SL_Bus_ros_image_filters_0706_sensor_msgs_Image>*>, boost::arg<1> > >, boost::detail::function::function_buffer&, mpl_::bool_<true>) const
  0.00      7.69     0.00        1     0.00     0.00  bool boost::detail::function::basic_vtable1<void, boost::shared_ptr<sensor_msgs::Image_<std::allocator<void> > const> const&>::assign_to<boost::_bi::bind_t<void, boost::_mfi::mf1<void, SimulinkSubscriber<sensor_msgs::Image_<std::allocator<void> >, SL_Bus_ros_image_filters_0706_sensor_msgs_Image>, boost::shared_ptr<sensor_msgs::Image_<std::allocator<void> > const> const&>, boost::_bi::list2<boost::_bi::value<SimulinkSubscriber<sensor_msgs::Image_<std::allocator<void> >, SL_Bus_ros_image_filters_0706_sensor_msgs_Image>*>, boost::arg<1> > > >(boost::_bi::bind_t<void, boost::_mfi::mf1<void, SimulinkSubscriber<sensor_msgs::Image_<std::allocator<void> >, SL_Bus_ros_image_filters_0706_sensor_msgs_Image>, boost::shared_ptr<sensor_msgs::Image_<std::allocator<void> > const> const&>, boost::_bi::list2<boost::_bi::value<SimulinkSubscriber<sensor_msgs::Image_<std::allocator<void> >, SL_Bus_ros_image_filters_0706_sensor_msgs_Image>*>, boost::arg<1> > >, boost::detail::function::function_buffer&) const
  0.00      7.69     0.00        1     0.00     0.00  bool boost::detail::function::basic_vtable1<void, boost::shared_ptr<sensor_msgs::Image_<std::allocator<void> > const> const&>::assign_to<boost::_bi::bind_t<void, boost::_mfi::mf1<void, SimulinkSubscriber<sensor_msgs::Image_<std::allocator<void> >, SL_Bus_ros_image_filters_0706_sensor_msgs_Image>, boost::shared_ptr<sensor_msgs::Image_<std::allocator<void> > const> const&>, boost::_bi::list2<boost::_bi::value<SimulinkSubscriber<sensor_msgs::Image_<std::allocator<void> >, SL_Bus_ros_image_filters_0706_sensor_msgs_Image>*>, boost::arg<1> > > >(boost::_bi::bind_t<void, boost::_mfi::mf1<void, SimulinkSubscriber<sensor_msgs::Image_<std::allocator<void> >, SL_Bus_ros_image_filters_0706_sensor_msgs_Image>, boost::shared_ptr<sensor_msgs::Image_<std::allocator<void> > const> const&>, boost::_bi::list2<boost::_bi::value<SimulinkSubscriber<sensor_msgs::Image_<std::allocator<void> >, SL_Bus_ros_image_filters_0706_sensor_msgs_Image>*>, boost::arg<1> > >, boost::detail::function::function_buffer&, boost::detail::function::function_obj_tag) const
  0.00      7.69     0.00        1     0.00     0.00  std::vector<unsigned char, std::allocator<unsigned char> >::_M_check_len(unsigned int, char const*) const
  0.00      7.69     0.00        1     0.00     0.00  std::allocator<std::string>::allocator()
  0.00      7.69     0.00        1     0.00     0.00  std::allocator<unsigned char>::allocator()
  0.00      7.69     0.00        1     0.00     0.00  std::allocator<unsigned char>::~allocator()
  0.00      7.69     0.00        1     0.00     0.00  std::_Vector_base<std::string, std::allocator<std::string> >::_Vector_impl::_Vector_impl()
  0.00      7.69     0.00        1     0.00     0.00  std::_Vector_base<std::string, std::allocator<std::string> >::_Vector_base()
  0.00      7.69     0.00        1     0.00     0.00  std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_M_allocate(unsigned int)
  0.00      7.69     0.00        1     0.00     0.00  std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_Vector_impl::_Vector_impl()
  0.00      7.69     0.00        1     0.00     0.00  std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_Vector_impl::~_Vector_impl()
  0.00      7.69     0.00        1     0.00     0.00  std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_Vector_base()
  0.00      7.69     0.00        1     0.00     0.00  std::_Vector_base<unsigned char, std::allocator<unsigned char> >::~_Vector_base()
  0.00      7.69     0.00        1     0.00     0.00  void std::__uninitialized_fill_n<true>::__uninit_fill_n<unsigned char*, unsigned int, unsigned char>(unsigned char*, unsigned int, unsigned char const&)
  0.00      7.69     0.00        1     0.00     0.00  std::vector<std::string, std::allocator<std::string> >::vector()
  0.00      7.69     0.00        1     0.00     0.00  std::vector<std::string, std::allocator<std::string> >::~vector()
  0.00      7.69     0.00        1     0.00     0.00  std::vector<unsigned char, std::allocator<unsigned char> >::_M_fill_insert(__gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > >, unsigned int, unsigned char const&)
  0.00      7.69     0.00        1     0.00     0.00  std::vector<unsigned char, std::allocator<unsigned char> >::end()
  0.00      7.69     0.00        1     0.00     0.00  std::vector<unsigned char, std::allocator<unsigned char> >::insert(__gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > >, unsigned int, unsigned char const&)
  0.00      7.69     0.00        1     0.00     0.00  std::vector<unsigned char, std::allocator<unsigned char> >::vector()
  0.00      7.69     0.00        1     0.00     0.00  std::vector<unsigned char, std::allocator<unsigned char> >::~vector()
  0.00      7.69     0.00        1     0.00     0.00  __gnu_cxx::__enable_if<std::__is_byte<unsigned char>::__value, unsigned char*>::__type std::__fill_n_a<unsigned int, unsigned char>(unsigned char*, unsigned int, unsigned char const&)
  0.00      7.69     0.00        1     0.00     0.00  void std::uninitialized_fill_n<unsigned char*, unsigned int, unsigned char>(unsigned char*, unsigned int, unsigned char const&)
  0.00      7.69     0.00        1     0.00     0.00  void std::__uninitialized_fill_n_a<unsigned char*, unsigned int, unsigned char, unsigned char>(unsigned char*, unsigned int, unsigned char const&, std::allocator<unsigned char>&)
  0.00      7.69     0.00        1     0.00     0.00  unsigned int const& std::max<unsigned int>(unsigned int const&, unsigned int const&)
  0.00      7.69     0.00        1     0.00     0.00  void std::swap<ros::Subscriber::Impl*>(ros::Subscriber::Impl*&, ros::Subscriber::Impl*&)
  0.00      7.69     0.00        1     0.00     0.00  void std::swap<ros::CallbackQueue*>(ros::CallbackQueue*&, ros::CallbackQueue*&)
  0.00      7.69     0.00        1     0.00     0.00  void std::swap<ros::SubscriptionCallbackHelper*>(ros::SubscriptionCallbackHelper*&, ros::SubscriptionCallbackHelper*&)
  0.00      7.69     0.00        1     0.00     0.00  unsigned char* std::fill_n<unsigned char*, unsigned int, unsigned char>(unsigned char*, unsigned int, unsigned char const&)
  0.00      7.69     0.00        1     0.00     0.00  __gnu_cxx::__enable_if<std::__is_byte<unsigned char>::__value, void>::__type std::__fill_a<unsigned char>(unsigned char*, unsigned char*, unsigned char const&)
  0.00      7.69     0.00        1     0.00     0.00  ros_image_filters_0706_terminate
  0.00      7.69     0.00        1     0.00     0.00  rtGetInf
  0.00      7.69     0.00        1     0.00     0.00  rtGetInfF
  0.00      7.69     0.00        1     0.00     0.00  rtGetMinusInf
  0.00      7.69     0.00        1     0.00     0.00  rtGetMinusInfF
  0.00      7.69     0.00        1     0.00     0.00  rtGetNaN
  0.00      7.69     0.00        1     0.00     0.00  rtGetNaNF
  0.00      7.69     0.00        1     0.00     0.00  rt_InitInfAndNaN

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.
 
 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this 
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

Copyright (C) 2012 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

		     Call graph (explanation follows)


granularity: each sample hit covers 4 byte(s) for 0.13% of 7.69 seconds

index % time    self  children    called     name
                6.68    1.00      20/20          baseRateTask(void*) [2]
[1]     99.9    6.68    1.00      20         ros_image_filters_0706_step [1]
                1.00    0.00      40/40          A1(double const*, double*, B_A1*) [3]
                0.00    0.00   15200/15200       randn() [27]
                0.00    0.00    7778/7778        rand_oi() [29]
                0.00    0.00    7600/7600        eval_at_p_b(double const*, double, double const*) [30]
                0.00    0.00    3800/3800        sum_j(unsigned char const*) [31]
                0.00    0.00     400/400         rand_e() [35]
                0.00    0.00     160/160         div_nzp_s32(int, int) [38]
                0.00    0.00      80/80          rt_roundd_snf(double) [45]
                0.00    0.00      20/20          SimulinkSubscriber<sensor_msgs::Image_<std::allocator<void> >, SL_Bus_ros_image_filters_0706_sensor_msgs_Image>::getLatestMessage(SL_Bus_ros_image_filters_0706_sensor_msgs_Image*) [94]
                0.00    0.00      20/20          SystemCore_step(md8RE5KOmaDDLogI2QQA3WVH*, unsigned char*, int const*) [91]
                0.00    0.00      20/20          SimulinkPublisher<geometry_msgs::Point_<std::allocator<void> >, SL_Bus_ros_image_filters_0706_geometry_msgs_Point>::publish(SL_Bus_ros_image_filters_0706_geometry_msgs_Point*) [93]
                0.00    0.00      20/20          SimulinkPublisher<sensor_msgs::Image_<std::allocator<void> >, SL_Bus_ros_image_filters_0706_sensor_msgs_Image>::publish(SL_Bus_ros_image_filters_0706_sensor_msgs_Image*) [92]
                0.00    0.00      19/19          randsample(double const*, double*) [148]
                0.00    0.00      19/3819        rtIsNaN [6]
-----------------------------------------------
                                                 <spontaneous>
[2]     99.9    0.00    7.68                 baseRateTask(void*) [2]
                6.68    1.00      20/20          ros_image_filters_0706_step [1]
                0.00    0.00       1/1           terminateTask(void*) [298]
-----------------------------------------------
                1.00    0.00      40/40          ros_image_filters_0706_step [1]
[3]     13.0    1.00    0.00      40         A1(double const*, double*, B_A1*) [3]
-----------------------------------------------
                0.01    0.00       1/1           main [5]
[4]      0.1    0.01    0.00       1         ros_image_filters_0706_initialize [4]
                0.00    0.00       1/1           rt_InitInfAndNaN [14]
                0.00    0.00       1/1           SimulinkSubscriber<sensor_msgs::Image_<std::allocator<void> >, SL_Bus_ros_image_filters_0706_sensor_msgs_Image>::createSubscriber(std::string const&, unsigned int) [316]
                0.00    0.00       1/1           SimulinkPublisher<geometry_msgs::Point_<std::allocator<void> >, SL_Bus_ros_image_filters_0706_geometry_msgs_Point>::createPublisher(std::string const&, unsigned int) [314]
                0.00    0.00       1/1           SimulinkPublisher<sensor_msgs::Image_<std::allocator<void> >, SL_Bus_ros_image_filters_0706_sensor_msgs_Image>::createPublisher(std::string const&, unsigned int) [312]
-----------------------------------------------
                                                 <spontaneous>
[5]      0.1    0.00    0.01                 main [5]
                0.01    0.00       1/1           ros_image_filters_0706_initialize [4]
                0.00    0.00       1/1           slros_node_init(int, char**) [299]
                0.00    0.00       1/1           myRTOSInit(double, int) [297]
-----------------------------------------------
                0.00    0.00      19/3819        ros_image_filters_0706_step [1]
                0.00    0.00    3800/3819        histc(double const*, double const*, double*, double*) [150]
[6]      0.0    0.00    0.00    3819         rtIsNaN [6]
-----------------------------------------------
                0.00    0.00       1/1           terminateTask(void*) [298]
[7]      0.0    0.00    0.00       1         ros_image_filters_0706_terminate [7]
-----------------------------------------------
                0.00    0.00       1/1           rt_InitInfAndNaN [14]
[8]      0.0    0.00    0.00       1         rtGetInf [8]
-----------------------------------------------
                0.00    0.00       1/1           rt_InitInfAndNaN [14]
[9]      0.0    0.00    0.00       1         rtGetInfF [9]
-----------------------------------------------
                0.00    0.00       1/1           rt_InitInfAndNaN [14]
[10]     0.0    0.00    0.00       1         rtGetMinusInf [10]
-----------------------------------------------
                0.00    0.00       1/1           rt_InitInfAndNaN [14]
[11]     0.0    0.00    0.00       1         rtGetMinusInfF [11]
-----------------------------------------------
                0.00    0.00       1/1           rt_InitInfAndNaN [14]
[12]     0.0    0.00    0.00       1         rtGetNaN [12]
-----------------------------------------------
                0.00    0.00       1/1           rt_InitInfAndNaN [14]
[13]     0.0    0.00    0.00       1         rtGetNaNF [13]
-----------------------------------------------
                0.00    0.00       1/1           ros_image_filters_0706_initialize [4]
[14]     0.0    0.00    0.00       1         rt_InitInfAndNaN [14]
                0.00    0.00       1/1           rtGetNaN [12]
                0.00    0.00       1/1           rtGetNaNF [13]
                0.00    0.00       1/1           rtGetInf [8]
                0.00    0.00       1/1           rtGetInfF [9]
                0.00    0.00       1/1           rtGetMinusInf [10]
                0.00    0.00       1/1           rtGetMinusInfF [11]
-----------------------------------------------
                0.00    0.00     242/27139       genrandu_h(unsigned int*) [36]
                0.00    0.00   11578/27139       eml_rand_mt19937ar_g(unsigned int*) [28]
                0.00    0.00   15319/27139       eml_rand_mt19937ar_g2(unsigned int*) [26]
[25]     0.0    0.00    0.00   27139         genrand_uint32_vector(unsigned int*, unsigned int*) [25]
-----------------------------------------------
                0.00    0.00   15200/15200       randn() [27]
[26]     0.0    0.00    0.00   15200         eml_rand_mt19937ar_g2(unsigned int*) [26]
                0.00    0.00   15319/27139       genrand_uint32_vector(unsigned int*, unsigned int*) [25]
                0.00    0.00     242/242         genrandu_h(unsigned int*) [36]
-----------------------------------------------
                0.00    0.00   15200/15200       ros_image_filters_0706_step [1]
[27]     0.0    0.00    0.00   15200         randn() [27]
                0.00    0.00   15200/15200       eml_rand_mt19937ar_g2(unsigned int*) [26]
-----------------------------------------------
                0.00    0.00    3800/11578       rand_o(double*) [151]
                0.00    0.00    7778/11578       rand_oi() [29]
[28]     0.0    0.00    0.00   11578         eml_rand_mt19937ar_g(unsigned int*) [28]
                0.00    0.00   11578/27139       genrand_uint32_vector(unsigned int*, unsigned int*) [25]
-----------------------------------------------
                0.00    0.00    7778/7778        ros_image_filters_0706_step [1]
[29]     0.0    0.00    0.00    7778         rand_oi() [29]
                0.00    0.00    7778/11578       eml_rand_mt19937ar_g(unsigned int*) [28]
-----------------------------------------------
                0.00    0.00    7600/7600        ros_image_filters_0706_step [1]
[30]     0.0    0.00    0.00    7600         eval_at_p_b(double const*, double, double const*) [30]
-----------------------------------------------
                0.00    0.00    3800/3800        ros_image_filters_0706_step [1]
[31]     0.0    0.00    0.00    3800         sum_j(unsigned char const*) [31]
-----------------------------------------------
                0.00    0.00     935/935         schedulerTask(void*) [467]
[32]     0.0    0.00    0.00     935         waitForTimerEvent(int) [32]
-----------------------------------------------
                0.00    0.00      69/430         boost::detail::sp_counted_base::weak_release() [48]
                0.00    0.00     361/430         boost::detail::sp_counted_base::release() [195]
[33]     0.0    0.00    0.00     430         boost::detail::atomic_decrement(int*) [33]
